,job_type,employment,race,exemption_exempt,exemption_non-exempt,ethnicity_no,ethnicity_yes,gender_female,gender_male,affiliation_AAM,affiliation_AAMD
6715,8,1,2,0,1,1,0,1,0,0,1
6716,8,1,2,0,1,1,0,0,1,0,1
6717,8,1,2,0,1,1,0,0,1,0,1
6718,8,1,2,0,1,1,0,0,1,0,1
6719,8,1,2,0,1,1,0,0,1,0,1
6720,8,1,2,0,1,1,0,0,1,0,1
6721,8,1,2,0,1,1,0,0,1,0,1
6722,8,1,2,0,1,1,0,0,1,0,1
6723,8,1,2,0,1,1,0,0,1,0,1
6724,8,5,2,0,1,1,0,0,1,0,1
6727,8,1,1,0,1,1,0,0,1,0,1
6728,8,1,1,0,1,1,0,0,1,0,1
6729,8,1,1,0,1,1,0,0,1,0,1
6730,8,1,1,0,1,1,0,0,1,0,1
6731,8,1,1,0,1,1,0,0,1,0,1
6732,8,1,1,0,1,1,0,0,1,0,1
6733,8,1,1,0,1,1,0,0,1,0,1
6734,8,1,1,0,1,1,0,0,1,0,1
6735,8,1,1,0,1,1,0,0,1,0,1
6736,8,1,1,0,1,1,0,0,1,0,1
6737,8,1,1,0,1,1,0,0,1,0,1
6738,8,1,1,0,1,1,0,0,1,0,1
6739,8,1,1,0,1,1,0,0,1,0,1
6740,8,1,1,0,1,1,0,0,1,0,1
6741,8,1,1,0,1,1,0,0,1,0,1
6742,8,1,1,0,1,1,0,0,1,0,1
6743,8,1,1,0,1,1,0,0,1,0,1
6744,8,1,1,0,1,1,0,0,1,0,1
6745,8,1,1,0,1,1,0,0,1,0,1
6746,8,1,1,0,1,1,0,0,1,0,1
6747,8,1,1,0,1,1,0,0,1,0,1
6748,8,1,1,0,1,1,0,0,1,0,1
6749,8,1,1,0,1,1,0,0,1,0,1
6750,8,1,1,0,1,1,0,0,1,0,1
6751,8,1,1,0,1,1,0,0,1,0,1
6752,8,1,1,0,1,1,0,0,1,0,1
6753,8,1,1,0,1,1,0,0,1,0,1
6754,8,1,1,0,1,1,0,0,1,0,1
6755,8,1,1,0,1,1,0,0,1,0,1
6756,8,1,1,0,1,1,0,0,1,0,1
6757,8,1,1,0,1,1,0,0,1,0,1
6758,8,1,1,0,1,1,0,0,1,0,1
6759,8,1,1,0,1,1,0,0,1,0,1
6760,8,1,1,0,1,1,0,0,1,0,1
6761,8,1,1,0,1,1,0,0,1,0,1
6762,8,1,1,0,1,1,0,0,1,0,1
6763,8,1,1,0,1,1,0,0,1,0,1
6764,5,1,2,0,1,1,0,1,0,0,1
6765,5,1,1,0,1,1,0,1,0,0,1
6766,5,1,2,0,1,1,0,0,1,0,1
6767,5,1,1,0,1,1,0,0,1,0,1
6768,5,1,1,0,1,1,0,1,0,0,1
6769,5,1,1,0,1,1,0,1,0,0,1
6770,16,1,3,0,1,1,0,1,0,0,1
6771,16,1,3,0,1,1,0,1,0,0,1
6772,16,1,3,0,1,1,0,1,0,0,1
6773,16,1,3,0,1,1,0,1,0,0,1
6774,16,1,3,0,1,1,0,1,0,0,1
6775,16,1,2,0,1,1,0,1,0,0,1
6776,16,1,2,0,1,1,0,1,0,0,1
6777,16,1,2,0,1,1,0,1,0,0,1
6778,16,1,2,0,1,1,0,1,0,0,1
6779,16,1,2,0,1,1,0,1,0,0,1
6780,16,1,2,0,1,1,0,1,0,0,1
6785,16,1,1,0,1,1,0,1,0,0,1
6786,16,1,1,0,1,1,0,1,0,0,1
6787,16,1,1,0,1,1,0,1,0,0,1
6788,16,1,1,0,1,1,0,1,0,0,1
6789,16,1,1,0,1,1,0,1,0,0,1
6790,16,1,1,0,1,1,0,1,0,0,1
6791,16,1,1,0,1,1,0,1,0,0,1
6792,16,1,1,0,1,1,0,1,0,0,1
6793,16,1,1,0,1,1,0,1,0,0,1
6794,16,1,1,0,1,1,0,1,0,0,1
6795,16,1,1,0,1,1,0,1,0,0,1
6796,16,1,1,0,1,1,0,1,0,0,1
6797,16,1,1,0,1,1,0,1,0,0,1
6798,16,1,1,0,1,1,0,1,0,0,1
6799,16,1,1,0,1,1,0,1,0,0,1
6800,16,1,1,0,1,1,0,1,0,0,1
6801,16,1,1,0,1,1,0,1,0,0,1
6802,16,1,1,0,1,1,0,1,0,0,1
6803,16,1,1,0,1,1,0,1,0,0,1
6804,16,1,1,0,1,1,0,1,0,0,1
6805,16,1,1,0,1,1,0,1,0,0,1
6806,16,1,1,0,1,1,0,1,0,0,1
6807,16,1,1,0,1,1,0,1,0,0,1
6808,16,1,1,0,1,1,0,1,0,0,1
6809,16,1,1,0,1,1,0,1,0,0,1
6810,16,1,1,0,1,1,0,1,0,0,1
6811,16,1,1,0,1,1,0,1,0,0,1
6812,16,1,1,0,1,1,0,1,0,0,1
6813,16,1,1,0,1,1,0,1,0,0,1
6814,16,1,1,0,1,1,0,1,0,0,1
6815,16,1,1,0,1,1,0,1,0,0,1
6816,16,1,1,0,1,1,0,1,0,0,1
6817,16,1,1,0,1,1,0,1,0,0,1
6818,16,1,1,0,1,1,0,1,0,0,1
6819,16,1,1,0,1,1,0,1,0,0,1
6820,16,1,1,0,1,1,0,1,0,0,1
6821,16,1,1,0,1,1,0,1,0,0,1
6822,16,1,1,0,1,1,0,1,0,0,1
6823,16,1,1,0,1,1,0,1,0,0,1
6824,16,1,1,0,1,1,0,1,0,0,1
6825,16,1,1,0,1,1,0,1,0,0,1
6826,16,1,1,0,1,1,0,1,0,0,1
6827,16,1,1,0,1,1,0,1,0,0,1
6828,16,1,1,0,1,1,0,1,0,0,1
6829,16,1,1,0,1,1,0,1,0,0,1
6830,16,1,1,0,1,1,0,1,0,0,1
6831,16,1,1,0,1,1,0,1,0,0,1
6832,16,1,1,0,1,1,0,1,0,0,1
6833,16,1,1,0,1,1,0,1,0,0,1
6834,16,1,1,0,1,1,0,1,0,0,1
6835,16,1,1,0,1,1,0,1,0,0,1
6836,16,1,3,0,1,1,0,0,1,0,1
6837,16,1,3,0,1,1,0,0,1,0,1
6838,16,1,3,0,1,1,0,0,1,0,1
6839,16,1,3,0,1,1,0,0,1,0,1
6840,16,1,2,0,1,1,0,0,1,0,1
6841,16,1,2,0,1,1,0,0,1,0,1
6842,16,1,2,0,1,1,0,0,1,0,1
6843,16,1,2,0,1,1,0,0,1,0,1
6844,16,1,2,0,1,1,0,0,1,0,1
6845,16,1,2,0,1,1,0,0,1,0,1
6846,16,1,2,0,1,1,0,0,1,0,1
6847,16,1,2,0,1,1,0,0,1,0,1
6848,16,1,2,0,1,1,0,0,1,0,1
6849,16,1,2,0,1,1,0,0,1,0,1
6850,16,1,2,0,1,1,0,0,1,0,1
6851,16,1,2,0,1,1,0,0,1,0,1
6852,16,1,2,0,1,1,0,0,1,0,1
6857,16,1,1,0,1,1,0,0,1,0,1
6858,16,1,1,0,1,1,0,0,1,0,1
6859,16,1,1,0,1,1,0,0,1,0,1
6860,16,1,1,0,1,1,0,0,1,0,1
6861,16,1,1,0,1,1,0,0,1,0,1
6862,16,1,1,0,1,1,0,0,1,0,1
6863,16,1,1,0,1,1,0,0,1,0,1
6864,16,1,1,0,1,1,0,0,1,0,1
6865,16,1,1,0,1,1,0,0,1,0,1
6866,16,1,1,0,1,1,0,0,1,0,1
6867,16,1,1,0,1,1,0,0,1,0,1
6868,16,1,1,0,1,1,0,0,1,0,1
6869,16,1,1,0,1,1,0,0,1,0,1
6870,16,1,1,0,1,1,0,0,1,0,1
6871,16,1,1,0,1,1,0,0,1,0,1
6872,16,1,1,0,1,1,0,0,1,0,1
6873,16,1,1,0,1,1,0,0,1,0,1
6874,16,1,1,0,1,1,0,0,1,0,1
6875,16,1,1,0,1,1,0,0,1,0,1
6876,16,1,2,0,1,1,0,1,0,0,1
6878,16,1,1,0,1,1,0,1,0,0,1
6879,16,1,1,0,1,1,0,0,1,0,1
6880,16,1,1,0,1,1,0,1,0,0,1
6881,16,1,1,0,1,1,0,1,0,0,1
6882,16,1,1,0,1,1,0,1,0,0,1
6883,16,1,1,0,1,1,0,1,0,0,1
6884,16,1,1,0,1,1,0,1,0,0,1
6885,16,1,1,0,1,1,0,0,1,0,1
6886,16,1,1,0,1,1,0,0,1,0,1
6887,16,1,1,0,1,1,0,1,0,0,1
6888,16,1,1,0,1,1,0,1,0,0,1
6889,16,1,1,0,1,1,0,1,0,0,1
6890,16,1,1,0,1,1,0,1,0,0,1
6891,16,1,1,0,1,1,0,1,0,0,1
6892,16,1,1,0,1,1,0,1,0,0,1
6893,5,1,3,0,1,1,0,1,0,0,1
6894,5,1,3,0,1,1,0,1,0,0,1
6895,5,1,3,0,1,1,0,1,0,0,1
6896,5,1,3,0,1,1,0,1,0,0,1
6897,5,1,3,0,1,1,0,1,0,0,1
6898,5,1,3,0,1,1,0,1,0,0,1
6899,5,1,3,0,1,1,0,1,0,0,1
6900,5,1,2,0,1,1,0,1,0,0,1
6901,5,1,2,0,1,1,0,1,0,0,1
6902,5,1,2,0,1,1,0,1,0,0,1
6903,5,1,2,0,1,1,0,1,0,0,1
6913,5,1,1,0,1,1,0,1,0,0,1
6914,5,1,1,0,1,1,0,1,0,0,1
6915,5,1,1,0,1,1,0,1,0,0,1
6916,5,1,1,0,1,1,0,1,0,0,1
6917,5,1,1,0,1,1,0,1,0,0,1
6918,5,1,1,0,1,1,0,1,0,0,1
6919,5,1,1,0,1,1,0,1,0,0,1
6920,5,1,1,0,1,1,0,1,0,0,1
6921,5,1,1,0,1,1,0,1,0,0,1
6922,5,1,1,0,1,1,0,1,0,0,1
6923,5,1,1,0,1,1,0,1,0,0,1
6924,5,5,1,0,1,1,0,1,0,0,1
6925,5,1,1,0,1,1,0,1,0,0,1
6926,5,1,1,0,1,1,0,1,0,0,1
6927,5,1,1,0,1,1,0,1,0,0,1
6928,5,1,1,0,1,1,0,1,0,0,1
6929,5,1,1,0,1,1,0,1,0,0,1
6930,5,1,1,0,1,1,0,1,0,0,1
6931,5,1,1,0,1,1,0,1,0,0,1
6932,5,1,1,0,1,1,0,1,0,0,1
6933,5,1,1,0,1,1,0,1,0,0,1
6934,5,1,1,0,1,1,0,1,0,0,1
6935,5,1,1,0,1,1,0,1,0,0,1
6936,5,1,1,0,1,1,0,1,0,0,1
6937,5,1,1,0,1,1,0,1,0,0,1
6938,5,1,1,0,1,1,0,1,0,0,1
6939,5,1,1,0,1,1,0,1,0,0,1
6940,5,1,1,0,1,1,0,1,0,0,1
6941,5,1,1,0,1,1,0,1,0,0,1
6942,5,1,1,0,1,1,0,1,0,0,1
6943,5,1,1,0,1,1,0,1,0,0,1
6944,5,5,1,0,1,1,0,1,0,0,1
6945,5,1,1,0,1,1,0,1,0,0,1
6946,5,1,1,0,1,1,0,1,0,0,1
6947,5,1,1,0,1,1,0,1,0,0,1
6948,5,1,1,0,1,1,0,1,0,0,1
6949,5,1,1,0,1,1,0,1,0,0,1
6950,5,5,1,0,1,1,0,1,0,0,1
6951,5,1,1,0,1,1,0,1,0,0,1
6952,5,1,1,0,1,1,0,1,0,0,1
6953,5,1,1,0,1,1,0,1,0,0,1
6954,5,1,1,0,1,1,0,1,0,0,1
6955,5,1,1,0,1,1,0,1,0,0,1
6956,5,1,1,0,1,1,0,1,0,0,1
6957,5,1,1,0,1,1,0,1,0,0,1
6958,5,1,1,0,1,1,0,1,0,0,1
6959,5,1,1,0,1,1,0,1,0,0,1
6960,5,1,1,0,1,1,0,1,0,0,1
6961,5,1,1,0,1,1,0,1,0,0,1
6962,5,1,1,0,1,1,0,1,0,0,1
6963,5,1,1,0,1,1,0,1,0,0,1
6964,5,1,1,0,1,1,0,1,0,0,1
6965,5,1,1,0,1,1,0,1,0,0,1
6966,5,1,1,0,1,1,0,1,0,0,1
6967,5,1,1,0,1,1,0,1,0,0,1
6968,5,1,1,0,1,1,0,1,0,0,1
6969,5,1,1,0,1,1,0,1,0,0,1
6970,5,1,1,0,1,1,0,1,0,0,1
6971,5,1,1,0,1,1,0,1,0,0,1
6972,5,1,1,0,1,1,0,1,0,0,1
6973,5,1,1,0,1,1,0,1,0,0,1
6974,5,1,1,0,1,1,0,1,0,0,1
6975,5,1,1,0,1,1,0,1,0,0,1
6976,5,1,1,0,1,1,0,1,0,0,1
6977,5,1,1,0,1,1,0,1,0,0,1
6978,5,1,1,0,1,1,0,1,0,0,1
6979,5,1,1,0,1,1,0,1,0,0,1
6980,5,1,1,0,1,1,0,1,0,0,1
6981,5,1,1,0,1,1,0,1,0,0,1
6982,5,1,1,0,1,1,0,1,0,0,1
6983,5,1,1,0,1,1,0,1,0,0,1
6984,5,1,1,0,1,1,0,1,0,0,1
6985,5,1,1,0,1,1,0,1,0,0,1
6986,5,1,1,0,1,1,0,1,0,0,1
6987,5,1,1,0,1,1,0,1,0,0,1
6988,5,1,1,0,1,1,0,1,0,0,1
6989,5,1,1,0,1,1,0,1,0,0,1
6990,5,1,1,0,1,1,0,1,0,0,1
6991,5,1,1,0,1,1,0,1,0,0,1
6992,5,1,1,0,1,1,0,1,0,0,1
6993,5,1,1,0,1,1,0,1,0,0,1
6994,5,1,1,0,1,1,0,1,0,0,1
6995,5,1,1,0,1,1,0,1,0,0,1
6996,5,1,1,0,1,1,0,1,0,0,1
6997,5,1,1,0,1,1,0,1,0,0,1
6998,5,1,1,0,1,1,0,1,0,0,1
6999,5,1,1,0,1,1,0,1,0,0,1
7000,5,1,1,0,1,1,0,1,0,0,1
7001,5,1,1,0,1,1,0,1,0,0,1
7002,5,1,1,0,1,1,0,1,0,0,1
7003,5,1,1,0,1,1,0,1,0,0,1
7004,5,1,1,0,1,1,0,1,0,0,1
7005,5,1,1,0,1,1,0,1,0,0,1
7006,5,1,1,0,1,1,0,1,0,0,1
7007,5,1,1,0,1,1,0,1,0,0,1
7008,5,1,1,0,1,1,0,1,0,0,1
7009,5,1,1,0,1,1,0,1,0,0,1
7010,5,1,1,0,1,1,0,1,0,0,1
7011,5,1,1,0,1,1,0,1,0,0,1
7012,5,1,2,0,1,1,0,0,1,0,1
7013,5,1,2,0,1,1,0,0,1,0,1
7014,5,1,2,0,1,1,0,0,1,0,1
7017,5,1,1,0,1,1,0,0,1,0,1
7018,5,1,1,0,1,1,0,0,1,0,1
7019,5,1,1,0,1,1,0,0,1,0,1
7020,5,1,1,0,1,1,0,0,1,0,1
7021,5,1,1,0,1,1,0,0,1,0,1
7022,5,1,1,0,1,1,0,0,1,0,1
7023,5,1,1,0,1,1,0,0,1,0,1
7024,5,1,1,0,1,1,0,0,1,0,1
7025,5,1,1,0,1,1,0,0,1,0,1
7026,5,1,1,0,1,1,0,0,1,0,1
7027,5,1,1,0,1,1,0,0,1,0,1
7028,5,1,1,0,1,1,0,0,1,0,1
7029,5,1,1,0,1,1,0,0,1,0,1
7030,5,1,1,0,1,1,0,0,1,0,1
7031,5,1,1,0,1,1,0,0,1,0,1
7032,5,1,1,0,1,1,0,0,1,0,1
7033,5,1,1,0,1,1,0,0,1,0,1
7034,5,1,1,0,1,1,0,0,1,0,1
7035,5,1,1,0,1,1,0,0,1,0,1
7036,5,1,1,0,1,1,0,0,1,0,1
7037,5,1,1,0,1,1,0,0,1,0,1
7038,5,1,1,0,1,1,0,0,1,0,1
7039,5,1,1,0,1,1,0,0,1,0,1
7040,5,1,1,0,1,1,0,0,1,0,1
7041,5,1,1,0,1,1,0,0,1,0,1
7042,5,1,1,0,1,1,0,0,1,0,1
7043,5,1,1,0,1,1,0,0,1,0,1
7044,5,1,1,0,1,1,0,0,1,0,1
7045,5,1,1,0,1,1,0,0,1,0,1
7046,5,1,1,0,1,1,0,0,1,0,1
7047,5,1,1,0,1,1,0,0,1,0,1
7048,5,1,1,0,1,1,0,0,1,0,1
7049,2,1,1,0,1,1,0,1,0,0,1
7050,2,1,1,0,1,1,0,1,0,0,1
7051,2,1,1,0,1,1,0,1,0,0,1
7052,2,1,1,0,1,1,0,1,0,0,1
7053,2,1,1,0,1,1,0,1,0,0,1
7054,18,2,1,0,1,1,0,1,0,0,1
7055,18,1,1,0,1,1,0,1,0,0,1
7056,18,1,1,0,1,1,0,1,0,0,1
7057,16,1,1,0,1,1,0,1,0,0,1
7058,16,1,1,0,1,1,0,1,0,0,1
7059,16,1,1,0,1,1,0,1,0,0,1
7060,16,1,1,0,1,1,0,0,1,0,1
7061,16,1,1,0,1,1,0,0,1,0,1
7062,4,1,2,0,1,1,0,1,0,0,1
7063,4,5,1,0,1,1,0,1,0,0,1
7064,4,1,2,0,1,1,0,0,1,0,1
7065,4,1,1,0,1,1,0,0,1,0,1
7066,4,1,1,0,1,1,0,1,0,0,1
7067,11,1,1,0,1,1,0,1,0,0,1
7068,11,1,1,0,1,1,0,1,0,0,1
7072,10,1,3,0,1,1,0,0,1,0,1
7073,10,1,1,0,1,1,0,0,1,0,1
7074,10,1,1,0,1,1,0,0,1,0,1
7075,10,1,1,0,1,1,0,0,1,0,1
7076,10,1,2,0,1,1,0,1,0,0,1
7077,10,1,1,0,1,1,0,0,1,0,1
7078,10,1,1,0,1,1,0,0,1,0,1
7079,1,1,1,0,1,1,0,0,1,0,1
7080,1,2,2,0,1,1,0,1,0,0,1
7081,1,2,1,0,1,1,0,1,0,0,1
7082,1,2,1,0,1,1,0,1,0,0,1
7083,7,1,1,1,0,1,0,1,0,1,0
7084,14,1,2,0,1,1,0,1,0,1,0
7085,12,1,1,0,1,1,0,1,0,1,0
7086,11,1,1,0,1,1,0,0,1,1,0
7087,2,1,1,1,0,1,0,1,0,1,0
7088,2,1,1,1,0,1,0,1,0,1,0
7089,5,1,1,1,0,1,0,1,0,1,0
7090,9,1,1,0,1,1,0,1,0,1,0
7091,4,1,1,1,0,1,0,1,0,1,0
7092,4,1,1,0,1,1,0,1,0,1,0
7093,6,1,1,0,1,1,0,1,0,1,0
7094,6,1,1,0,1,1,0,0,1,1,0
7095,17,1,1,0,1,1,0,0,1,1,0
7096,17,1,1,0,1,1,0,0,1,1,0
7097,17,1,2,0,1,1,0,1,0,1,0
7098,17,1,1,0,1,1,0,0,1,1,0
7099,1,5,2,0,1,1,0,1,0,1,0
7100,4,5,1,0,1,1,0,1,0,1,0
7101,4,5,1,0,1,1,0,1,0,1,0
7102,7,1,1,0,0,1,0,0,1,1,0
7103,7,1,1,1,0,1,0,1,0,1,0
7104,1,1,1,1,0,1,0,0,1,1,0
7105,5,1,1,1,0,1,0,1,0,1,0
7106,10,2,1,0,1,1,0,0,1,1,0
7107,2,1,1,1,0,1,0,0,1,0,1
7108,2,1,1,1,0,1,0,0,1,0,1
7109,2,1,1,1,0,1,0,1,0,0,1
7110,2,1,1,1,0,1,0,0,1,0,1
7111,2,1,1,1,0,1,0,0,1,0,1
7112,2,1,1,1,0,1,0,0,1,0,1
7113,5,1,1,1,0,1,0,1,0,0,1
7114,5,1,2,1,0,1,0,1,0,0,1
7115,5,1,1,1,0,1,0,1,0,0,1
7116,5,1,1,1,0,1,0,1,0,0,1
7117,5,1,5,1,0,0,0,1,0,0,1
7118,10,1,1,1,0,1,0,0,1,0,1
7119,10,1,1,0,1,1,0,0,1,0,1
7121,10,1,1,0,1,1,0,0,1,0,1
7122,10,1,1,1,0,1,0,0,1,0,1
7123,10,1,2,1,0,1,0,0,1,0,1
7124,10,1,1,1,0,1,0,0,1,0,1
7125,10,1,1,1,0,1,0,0,1,0,1
7126,10,1,1,1,0,1,0,0,1,0,1
7127,10,1,1,0,1,1,0,0,1,0,1
7128,10,1,1,1,0,1,0,0,1,0,1
7129,3,1,1,1,0,1,0,1,0,0,1
7130,10,1,3,1,0,1,0,1,0,0,1
7132,10,5,1,0,1,1,0,1,0,0,1
7133,10,5,1,0,1,1,0,1,0,0,1
7134,10,5,1,0,1,1,0,1,0,0,1
7135,10,5,1,0,1,1,0,1,0,0,1
7136,10,5,1,0,1,1,0,1,0,0,1
7137,10,5,1,0,1,1,0,1,0,0,1
7138,10,5,1,0,1,1,0,1,0,0,1
7139,10,5,1,0,1,1,0,1,0,0,1
7140,10,5,1,0,1,1,0,1,0,0,1
7144,10,5,2,0,1,1,0,0,1,0,1
7145,10,5,1,0,1,1,0,0,1,0,1
7146,10,5,1,0,1,1,0,0,1,0,1
7147,10,5,1,0,1,1,0,0,1,0,1
7148,10,5,1,0,1,1,0,0,1,0,1
7149,10,5,1,0,1,1,0,0,1,0,1
7150,10,5,1,0,1,1,0,0,1,0,1
7151,10,5,1,0,1,1,0,0,1,0,1
7152,10,5,1,0,1,1,0,0,1,0,1
7153,10,5,1,0,1,1,0,0,1,0,1
7154,10,5,1,0,1,1,0,0,1,0,1
7155,10,5,1,0,1,1,0,0,1,0,1
7156,10,5,1,0,1,1,0,0,1,0,1
7157,10,5,1,0,1,1,0,0,1,0,1
7158,10,5,1,0,1,1,0,0,1,0,1
7159,10,5,1,0,1,1,0,0,1,0,1
7160,10,5,1,0,1,1,0,0,1,0,1
7161,10,5,1,0,1,1,0,0,1,0,1
7162,10,5,1,0,1,1,0,0,1,0,1
7163,10,5,1,0,1,1,0,0,1,0,1
7164,10,5,1,0,1,1,0,0,1,0,1
7165,10,5,1,0,1,1,0,0,1,0,1
7166,10,5,1,0,1,1,0,0,1,0,1
7167,10,5,1,0,1,1,0,0,1,0,1
7168,10,5,1,0,1,1,0,0,1,0,1
7169,10,5,1,0,1,1,0,0,1,0,1
7170,10,5,1,0,1,1,0,0,1,0,1
7171,10,5,1,0,1,1,0,0,1,0,1
7172,10,5,1,0,1,1,0,0,1,0,1
7173,10,5,1,0,1,1,0,0,1,0,1
7174,10,5,1,0,1,1,0,0,1,0,1
7175,10,5,1,0,1,1,0,0,1,0,1
7176,10,5,1,0,1,1,0,0,1,0,1
7177,10,5,1,0,1,1,0,0,1,0,1
7178,10,5,1,0,1,1,0,0,1,0,1
7179,10,5,1,0,1,1,0,0,1,0,1
7180,10,5,1,0,1,1,0,0,1,0,1
7181,10,5,1,0,1,1,0,0,1,0,1
7182,10,5,1,0,1,1,0,0,1,0,1
7183,10,5,1,0,1,1,0,0,1,0,1
7184,10,5,1,0,1,1,0,0,1,0,1
7185,10,5,1,0,1,1,0,0,1,0,1
7186,10,5,1,0,1,1,0,0,1,0,1
7187,10,5,1,0,1,1,0,0,1,0,1
7188,10,5,1,0,1,1,0,0,1,0,1
7189,10,5,1,0,1,1,0,0,1,0,1
7190,10,5,1,0,1,1,0,0,1,0,1
7191,10,5,1,0,1,1,0,0,1,0,1
7192,10,5,1,0,1,1,0,0,1,0,1
7193,10,5,1,0,1,1,0,0,1,0,1
7194,10,5,1,0,1,1,0,0,1,0,1
7195,10,5,1,0,1,1,0,0,1,0,1
7196,10,5,1,0,1,1,0,0,1,0,1
7197,10,5,1,0,1,1,0,0,1,0,1
7198,10,5,1,0,1,1,0,0,1,0,1
7200,14,1,1,1,0,1,0,0,1,0,1
7201,14,1,1,1,0,1,0,1,0,0,1
7203,15,4,2,1,0,1,0,0,1,0,1
7204,11,1,1,1,0,1,0,1,0,0,1
7205,11,1,1,1,0,1,0,0,1,0,1
7206,11,1,1,0,1,1,0,1,0,0,1
7207,11,1,1,1,0,1,0,1,0,0,1
7208,11,1,1,1,0,1,0,1,0,0,1
7209,11,1,1,0,1,1,0,1,0,0,1
7210,11,1,2,1,0,1,0,0,1,0,1
7211,11,1,1,0,1,1,0,1,0,0,1
7212,11,1,1,0,1,1,0,0,1,0,1
7213,11,1,1,0,1,1,0,1,0,0,1
7214,11,5,2,0,1,1,0,1,0,0,1
7215,11,5,2,0,1,1,0,1,0,0,1
7216,12,1,1,1,0,1,0,1,0,0,1
7217,12,1,1,1,0,1,0,1,0,0,1
7218,12,1,1,0,1,1,0,1,0,0,1
7219,12,1,2,0,1,1,0,1,0,0,1
7220,12,1,1,0,1,1,0,1,0,0,1
7221,12,1,1,1,0,1,0,1,0,0,1
7222,6,5,1,0,1,1,0,1,0,0,1
7223,6,5,1,0,1,1,0,1,0,0,1
7225,6,5,1,0,1,1,0,0,1,0,1
7226,6,5,1,0,1,1,0,0,1,0,1
7227,6,5,1,0,1,1,0,0,1,0,1
7228,6,5,1,0,1,1,0,0,1,0,1
7229,6,5,1,0,1,1,0,0,1,0,1
7230,6,5,1,0,1,1,0,0,1,0,1
7231,6,5,1,0,1,1,0,0,1,0,1
7232,6,5,1,0,1,1,0,0,1,0,1
7233,6,5,1,0,1,1,0,0,1,0,1
7234,19,1,1,1,0,1,0,0,1,0,1
7235,19,1,1,0,1,1,0,1,0,0,1
7236,4,1,1,0,1,1,0,1,0,0,1
7237,4,1,1,1,0,1,0,1,0,0,1
7238,16,1,1,1,0,1,0,0,1,0,1
7239,16,1,1,0,1,1,0,0,1,0,1
7241,16,5,3,0,1,1,0,1,0,0,1
7242,16,5,2,0,1,1,0,1,0,0,1
7243,16,5,2,0,1,1,0,1,0,0,1
7244,16,5,1,0,1,1,0,1,0,0,1
7245,16,5,1,0,1,1,0,1,0,0,1
7246,16,5,2,0,1,1,0,0,1,0,1
7247,1,1,1,1,0,1,0,1,0,0,1
7248,1,1,1,0,1,1,0,1,0,0,1
7249,1,1,1,1,0,1,0,0,1,0,1
7250,1,1,1,1,0,1,0,0,1,0,1
7251,1,1,1,1,0,1,0,1,0,0,1
7252,1,5,1,0,1,1,0,0,1,0,1
7253,1,1,1,1,0,1,0,1,0,0,1
7254,1,1,1,0,1,1,0,1,0,0,1
7255,1,1,1,1,0,1,0,1,0,0,1
7256,1,1,1,0,1,1,0,1,0,0,1
7257,1,1,1,0,1,1,0,1,0,0,1
7259,1,1,2,1,0,1,0,1,0,0,1
7260,1,1,1,1,0,1,0,1,0,0,1
7262,1,5,3,0,1,1,0,1,0,0,1
7263,1,5,3,0,1,1,0,1,0,0,1
7264,1,5,2,0,1,1,0,1,0,0,1
7265,1,5,1,1,0,1,0,1,0,0,1
7266,1,5,1,0,1,1,0,1,0,0,1
7267,1,5,1,0,1,1,0,1,0,0,1
7268,1,5,1,0,1,1,0,1,0,0,1
7269,1,5,1,0,1,1,0,0,1,0,1
7270,1,5,1,1,0,1,0,0,1,0,1
7271,1,5,1,0,1,1,0,0,1,0,1
7272,8,1,1,0,1,1,0,1,0,0,1
7273,8,1,1,0,1,1,0,1,0,0,1
7274,8,1,1,1,0,1,0,1,0,0,1
7276,8,1,1,0,1,1,0,1,0,0,1
7277,8,1,1,0,1,1,0,0,1,0,1
7280,8,5,3,0,1,1,0,1,0,0,1
7281,8,5,2,0,1,1,0,1,0,0,1
7282,8,5,2,0,1,1,0,1,0,0,1
7283,8,5,2,0,1,1,0,1,0,0,1
7284,8,5,2,0,1,1,0,1,0,0,1
7285,8,5,1,0,1,1,0,1,0,0,1
7286,8,5,1,0,1,1,0,1,0,0,1
7287,8,5,1,0,1,1,0,1,0,0,1
7288,8,5,1,0,1,1,0,1,0,0,1
7289,8,5,1,0,1,1,0,1,0,0,1
7290,8,5,1,0,1,1,0,1,0,0,1
7291,8,5,1,0,1,1,0,1,0,0,1
7292,8,5,1,0,1,1,0,1,0,0,1
7293,8,5,1,0,1,1,0,1,0,0,1
7294,8,5,1,0,1,1,0,1,0,0,1
7295,8,5,1,0,1,1,0,1,0,0,1
7296,8,5,1,0,1,1,0,1,0,0,1
7297,8,5,1,0,1,1,0,1,0,0,1
7298,8,5,1,0,1,1,0,1,0,0,1
7299,8,5,1,0,1,1,0,1,0,0,1
7300,8,5,1,0,1,1,0,1,0,0,1
7301,8,5,1,0,1,1,0,1,0,0,1
7302,8,5,1,0,1,1,0,1,0,0,1
7303,8,5,1,0,1,1,0,1,0,0,1
7304,8,5,1,0,1,1,0,1,0,0,1
7305,8,5,1,0,1,1,0,1,0,0,1
7306,8,5,1,0,1,1,0,1,0,0,1
7307,8,5,1,0,1,1,0,1,0,0,1
7308,8,5,1,0,1,1,0,1,0,0,1
7312,8,5,3,0,1,1,0,0,1,0,1
7313,8,5,3,0,1,1,0,0,1,0,1
