,job_type,employment,race,exemption_exempt,exemption_non-exempt,ethnicity_no,ethnicity_yes,gender_female,gender_male,affiliation_AAM,affiliation_AAMD
15887,9,5,1,0,1,1,0,1,0,1,0
15888,9,5,1,0,1,1,0,1,0,1,0
15889,9,5,1,0,1,1,0,1,0,1,0
15890,9,5,1,0,1,1,0,1,0,1,0
15892,17,5,1,0,1,1,0,1,0,1,0
15893,17,5,1,0,1,1,0,1,0,1,0
15894,17,5,3,0,1,1,0,0,1,1,0
15895,17,5,1,0,1,1,0,1,0,1,0
15896,17,5,2,0,1,1,0,1,0,1,0
15897,17,5,1,0,1,1,0,0,1,1,0
15898,17,5,6,0,1,1,0,1,0,1,0
15899,9,5,1,0,1,1,0,1,0,1,0
15900,17,5,1,0,1,0,1,1,0,1,0
15901,9,5,1,0,1,1,0,1,0,1,0
15902,17,5,3,0,1,1,0,0,1,1,0
15903,17,5,1,0,1,1,0,1,0,1,0
15904,17,5,2,0,1,0,1,1,0,1,0
15905,17,5,2,0,1,1,0,1,0,1,0
15906,9,5,1,0,1,1,0,1,0,1,0
15907,9,5,3,0,1,1,0,1,0,1,0
15908,17,5,1,0,1,1,0,0,1,1,0
15909,17,5,1,0,1,1,0,0,1,1,0
15910,17,5,1,0,1,1,0,0,1,1,0
15911,17,5,1,0,1,1,0,0,1,1,0
15912,9,5,3,0,1,1,0,1,0,1,0
15913,17,5,1,0,1,1,0,0,1,1,0
15914,17,5,1,0,1,1,0,1,0,1,0
15915,17,5,1,0,1,1,0,1,0,1,0
15916,17,5,1,0,1,1,0,1,0,1,0
15917,17,5,3,0,1,1,0,1,0,1,0
15918,17,5,1,0,1,1,0,1,0,1,0
15919,17,5,1,0,1,1,0,0,1,1,0
15920,17,5,1,0,1,1,0,0,1,1,0
15921,17,5,1,0,1,1,0,1,0,1,0
15922,17,5,1,0,1,1,0,1,0,1,0
15923,17,5,3,0,1,1,0,1,0,1,0
15924,17,5,1,0,1,1,0,0,1,1,0
15925,17,5,1,0,1,1,0,0,1,1,0
15926,17,5,1,0,1,1,0,1,0,1,0
15927,8,4,5,0,1,1,0,1,0,0,1
15928,5,4,1,0,1,1,0,1,0,0,1
15929,8,6,1,0,1,1,0,1,0,0,1
15930,8,6,1,0,1,1,0,1,0,0,1
15931,8,6,5,0,1,1,0,1,0,0,1
15932,8,6,5,0,1,1,0,1,0,0,1
15934,7,4,1,1,0,1,0,0,1,0,1
15935,5,4,1,1,0,1,0,1,0,0,1
15936,11,4,1,1,0,1,0,0,1,0,1
15937,12,4,5,1,0,0,1,1,0,0,1
15938,12,4,1,1,0,1,0,1,0,0,1
15939,5,6,5,0,1,1,0,1,0,0,1
15940,5,6,1,0,1,1,0,0,1,0,1
15941,17,6,1,0,1,1,0,0,1,0,1
15942,17,6,1,0,1,1,0,0,1,0,1
15943,17,6,1,0,1,1,0,0,1,0,1
15944,17,6,5,0,1,1,0,0,1,0,1
15945,17,6,1,0,1,1,0,0,1,0,1
15946,17,6,1,0,1,1,0,0,1,0,1
15947,17,6,1,0,1,1,0,0,1,0,1
15948,17,6,1,0,1,1,0,0,1,0,1
15949,17,6,1,0,1,1,0,0,1,0,1
15950,3,4,1,1,0,1,0,0,1,0,1
15951,2,4,1,1,0,1,0,1,0,0,1
15952,10,4,1,1,0,1,0,0,1,0,1
15953,14,4,1,1,0,1,0,0,1,0,1
15954,12,4,5,1,0,1,0,1,0,0,1
15955,6,4,1,1,0,1,0,0,1,0,1
15956,4,4,1,1,0,1,0,1,0,0,1
15957,1,6,2,0,1,1,0,1,0,0,1
15958,1,6,1,0,1,1,0,0,1,0,1
15961,1,6,1,0,1,1,0,1,0,0,1
15962,11,6,1,0,1,0,1,1,0,1,0
15963,7,4,1,1,0,0,1,0,1,1,0
15964,9,6,1,0,0,1,0,1,0,1,0
15965,8,6,6,0,0,1,0,1,0,1,0
15967,4,6,1,0,1,0,0,1,0,1,0
15968,1,6,1,0,1,1,0,1,0,1,0
15969,11,6,3,0,1,1,0,1,0,1,0
15970,5,6,1,0,0,1,0,1,0,1,0
15971,5,6,1,0,1,0,1,1,0,1,0
15972,8,6,2,0,1,1,0,1,0,1,0
15974,6,6,5,0,0,1,0,1,0,1,0
15976,9,6,1,0,0,1,0,1,0,1,0
15977,6,6,1,0,1,1,0,0,1,1,0
15978,7,6,1,0,1,1,0,0,1,1,0
15979,10,4,5,0,0,0,1,0,1,1,0
15980,18,6,1,0,0,1,0,1,0,1,0
15981,7,4,1,1,0,1,0,0,1,1,0
15982,2,6,1,1,0,1,0,1,0,1,0
15983,12,4,1,1,0,1,0,1,0,1,0
15984,4,4,1,1,0,1,0,1,0,1,0
15985,14,4,1,1,0,1,0,1,0,1,0
15986,8,4,1,0,1,1,0,1,0,1,0
15987,5,4,1,1,0,1,0,1,0,1,0
15988,5,6,1,1,0,1,0,1,0,1,0
15989,3,4,1,0,1,1,0,0,1,1,0
15990,8,6,1,0,1,1,0,0,1,1,0
15991,7,4,1,1,0,1,0,1,0,1,0
15992,7,4,1,1,0,1,0,0,1,1,0
15993,14,4,1,1,0,1,0,1,0,1,0
15994,1,4,1,1,0,1,0,1,0,1,0
15995,11,4,1,1,0,1,0,1,0,1,0
15996,2,4,1,1,0,1,0,1,0,1,0
15997,2,4,1,1,0,1,0,0,1,1,0
15998,5,4,1,1,0,1,0,1,0,1,0
15999,5,4,1,1,0,1,0,1,0,1,0
16000,3,4,1,1,0,1,0,0,1,1,0
16001,1,6,1,0,1,1,0,1,0,1,0
16002,8,6,1,0,1,1,0,1,0,1,0
16003,1,6,1,0,1,1,0,1,0,1,0
16004,3,6,1,0,1,1,0,0,1,1,0
16005,3,6,1,0,1,1,0,0,1,1,0
16006,17,1,1,0,1,1,0,1,0,1,0
16007,17,1,1,0,1,1,0,1,0,1,0
16008,17,1,1,0,1,1,0,0,1,1,0
16009,17,1,1,0,1,1,0,0,1,1,0
16010,17,1,1,0,1,1,0,0,1,1,0
16011,17,1,1,0,1,1,0,0,1,1,0
16012,17,1,1,0,1,1,0,1,0,1,0
16013,17,1,1,0,1,1,0,1,0,1,0
16014,17,1,1,0,1,1,0,1,0,1,0
16015,17,1,1,0,1,1,0,1,0,1,0
16016,9,7,1,0,0,1,0,1,0,1,0
16017,9,4,1,0,1,1,0,1,0,0,1
16018,9,4,2,0,1,1,0,1,0,0,1
16020,9,4,1,1,0,1,0,1,0,0,1
16021,9,4,1,0,1,1,0,1,0,0,1
16022,9,4,1,1,0,1,0,1,0,0,1
16023,9,4,3,0,1,1,0,1,0,0,1
16024,9,4,2,0,1,1,0,0,1,0,1
16028,9,4,1,0,1,1,0,1,0,0,1
16029,9,4,1,0,1,1,0,1,0,0,1
16030,9,4,1,0,1,1,0,1,0,0,1
16033,9,4,1,0,1,1,0,1,0,0,1
16035,9,4,1,0,1,1,0,1,0,0,1
16036,9,4,1,0,1,1,0,1,0,0,1
16038,9,4,1,0,1,1,0,1,0,0,1
16039,9,4,3,0,1,1,0,1,0,0,1
16040,9,6,3,0,1,1,0,1,0,0,1
16041,9,4,5,0,1,1,0,1,0,0,1
16044,9,4,4,0,1,1,0,1,0,0,1
16045,9,4,5,1,0,1,0,1,0,0,1
16047,9,4,1,0,1,1,0,1,0,0,1
16049,9,4,3,0,1,1,0,1,0,0,1
16050,9,4,1,0,1,1,0,1,0,0,1
16051,9,4,5,0,1,1,0,1,0,0,1
16053,9,4,1,0,1,1,0,1,0,0,1
16055,9,4,1,0,1,1,0,1,0,0,1
16057,9,4,1,0,1,1,0,1,0,0,1
16058,9,6,1,0,1,1,0,1,0,0,1
16061,9,4,1,0,1,1,0,1,0,0,1
16062,9,4,1,0,1,1,0,1,0,0,1
16064,9,6,1,0,1,1,0,1,0,0,1
16065,9,4,5,0,1,1,0,1,0,0,1
16067,9,4,3,0,1,1,0,1,0,0,1
16068,9,4,1,1,0,1,0,1,0,0,1
16069,9,4,2,1,0,1,0,1,0,0,1
16070,9,4,1,1,0,1,0,1,0,0,1
16071,9,6,5,0,1,1,0,1,0,0,1
16073,9,4,1,0,1,1,0,1,0,0,1
16074,9,4,1,0,1,1,0,1,0,0,1
16075,9,6,5,0,1,1,0,0,1,0,1
16076,9,4,1,0,1,1,0,1,0,0,1
16077,9,4,1,0,1,1,0,1,0,0,1
16084,9,4,5,0,1,1,0,1,0,0,1
16087,9,4,1,1,0,1,0,1,0,0,1
16091,9,6,1,0,1,1,0,1,0,0,1
16095,9,6,6,0,1,1,0,1,0,0,1
16098,9,4,5,0,1,1,0,0,1,0,1
16100,9,4,1,0,1,1,0,0,1,0,1
16101,9,6,1,0,1,1,0,1,0,0,1
16103,9,4,3,0,1,1,0,0,0,0,1
16104,9,4,1,0,1,1,0,1,0,0,1
16105,9,4,5,1,0,1,0,0,1,0,1
16106,9,4,1,0,1,1,0,0,1,0,1
16107,9,4,2,0,1,1,0,0,1,0,1
16110,9,4,5,0,1,1,0,0,1,0,1
16111,9,4,2,0,1,1,0,0,1,0,1
16112,9,4,1,0,1,1,0,0,1,0,1
16114,9,4,5,0,1,1,0,0,1,0,1
16115,9,6,3,0,1,1,0,1,0,0,1
16116,9,4,1,0,1,1,0,0,1,0,1
16117,9,4,1,0,1,1,0,0,1,0,1
16119,9,6,3,0,1,1,0,1,0,0,1
16120,9,6,1,0,1,1,0,1,0,0,1
16121,9,6,1,0,1,1,0,1,0,0,1
16122,9,6,1,0,1,1,0,1,0,0,1
16126,9,6,3,0,1,1,0,1,0,0,1
16128,9,4,1,0,1,1,0,0,1,0,1
16129,9,6,1,0,1,1,0,1,0,0,1
16130,9,6,1,0,1,1,0,1,0,0,1
16133,9,6,1,0,1,1,0,1,0,0,1
16135,9,4,2,0,1,1,0,0,1,0,1
16138,9,6,2,0,1,1,0,0,1,0,1
16144,9,4,3,1,0,1,0,1,0,0,1
16145,9,6,3,0,1,1,0,1,0,0,1
16146,9,6,1,0,1,1,0,1,0,0,1
16147,9,6,1,0,1,1,0,1,0,0,1
16148,9,6,1,0,1,1,0,1,0,0,1
16151,9,4,1,1,0,1,0,1,0,0,1
16152,9,4,1,1,0,1,0,1,0,0,1
16153,9,4,1,1,0,1,0,0,1,0,1
16154,9,4,1,1,0,1,0,1,0,0,1
16155,9,4,1,1,0,1,0,1,0,0,1
16156,9,4,1,1,0,1,0,0,1,0,1
16157,9,4,3,1,0,1,0,1,0,0,1
16158,9,4,1,1,0,1,0,1,0,0,1
16159,9,4,1,1,0,1,0,1,0,0,1
16160,9,4,1,1,0,1,0,1,0,0,1
16161,9,4,5,1,0,1,0,1,0,0,1
16162,9,4,1,1,0,1,0,0,1,0,1
16163,9,4,1,1,0,1,0,1,0,0,1
16164,9,4,1,1,0,1,0,0,1,0,1
16165,9,4,1,1,0,1,0,0,1,0,1
16166,9,4,1,1,0,1,0,1,0,0,1
16167,9,4,1,1,0,1,0,1,0,0,1
16168,9,4,1,1,0,1,0,1,0,0,1
16169,9,4,1,1,0,1,0,1,0,0,1
16170,9,4,1,1,0,1,0,1,0,0,1
16171,9,4,1,1,0,1,0,0,1,0,1
16172,9,4,1,1,0,1,0,1,0,0,1
16173,9,4,5,1,0,1,0,0,1,0,1
16174,9,4,1,1,0,1,0,0,1,0,1
16175,9,4,1,1,0,1,0,1,0,0,1
16179,9,4,1,1,0,1,0,1,0,0,1
16180,9,4,1,1,0,1,0,1,0,0,1
16181,9,4,1,1,0,1,0,1,0,0,1
16182,9,4,2,1,0,1,0,1,0,0,1
16183,9,6,1,1,0,1,0,1,0,0,1
16184,9,4,3,1,0,1,0,0,1,0,1
16185,9,4,1,1,0,1,0,1,0,0,1
16186,9,4,1,1,0,1,0,1,0,0,1
16187,9,4,1,0,1,1,0,0,1,0,1
16188,9,4,3,1,0,1,0,1,0,0,1
16189,9,4,1,1,0,1,0,1,0,0,1
16190,9,4,1,1,0,1,0,1,0,0,1
16191,9,4,1,1,0,1,0,1,0,0,1
16194,9,4,1,1,0,1,0,1,0,0,1
16195,9,6,1,1,0,1,0,0,1,0,1
16197,9,4,1,1,0,1,0,1,0,0,1
16198,9,4,1,1,0,1,0,1,0,0,1
16199,9,4,5,1,0,1,0,0,1,0,1
16200,9,4,1,1,0,1,0,1,0,0,1
16201,9,4,1,1,0,1,0,1,0,0,1
16202,9,4,3,1,0,1,0,1,0,0,1
16204,9,4,1,1,0,1,0,0,1,0,1
16205,9,4,1,0,1,1,0,1,0,0,1
16206,9,4,1,1,0,1,0,1,0,0,1
16207,9,4,1,1,0,1,0,1,0,0,1
16208,9,4,1,0,1,1,0,1,0,0,1
16209,9,4,1,1,0,1,0,0,1,0,1
16210,9,4,1,1,0,1,0,0,1,0,1
16211,9,4,1,1,0,1,0,1,0,0,1
16212,9,4,1,1,0,1,0,1,0,0,1
16213,9,4,3,1,0,1,0,1,0,0,1
16215,9,4,1,1,0,1,0,0,1,0,1
16216,9,4,1,1,0,1,0,0,1,0,1
16217,9,4,1,0,1,1,0,1,0,0,1
16218,9,4,1,1,0,1,0,1,0,0,1
16219,9,4,1,0,1,1,0,1,0,0,1
16220,9,4,5,1,0,1,0,1,0,0,1
16221,9,4,1,1,0,1,0,0,1,0,1
16222,9,4,3,1,0,1,0,1,0,0,1
16223,9,4,1,1,0,1,0,0,1,0,1
16224,9,4,1,1,0,1,0,1,0,0,1
16225,9,4,3,0,1,1,0,1,0,0,1
16232,9,4,1,0,1,1,0,0,1,0,1
16234,9,4,1,0,1,1,0,0,1,0,1
16235,9,4,2,0,1,1,0,0,1,0,1
16237,9,4,2,0,1,1,0,0,1,0,1
16240,9,6,1,0,1,1,0,0,1,0,1
16241,9,6,1,0,1,1,0,1,0,0,1
16244,9,4,1,1,0,1,0,1,0,0,1
16245,9,4,1,1,0,1,0,0,1,0,1
16246,9,4,1,1,0,1,0,1,0,0,1
16247,9,4,1,0,1,1,0,1,0,0,1
16248,9,4,1,1,0,1,0,1,0,0,1
16249,9,4,1,1,0,1,0,1,0,0,1
16251,9,4,1,1,0,1,0,0,1,0,1
16252,9,4,1,1,0,1,0,1,0,0,1
16253,9,4,3,1,0,1,0,1,0,0,1
16254,9,4,1,1,0,1,0,1,0,0,1
16257,9,4,1,0,1,1,0,1,0,0,1
16259,9,4,3,0,1,1,0,1,0,0,1
16260,9,4,1,1,0,1,0,1,0,0,1
16261,9,6,1,0,1,1,0,0,1,0,1
16262,9,6,1,0,1,1,0,1,0,0,1
16263,9,4,1,1,0,1,0,1,0,0,1
16264,9,4,3,1,0,1,0,0,1,0,1
16266,9,4,1,1,0,1,0,1,0,0,1
16267,9,4,1,1,0,1,0,0,1,0,1
16268,9,4,3,0,1,1,0,1,0,0,1
16269,9,4,1,1,0,1,0,0,1,0,1
16272,9,4,1,1,0,1,0,1,0,0,1
16273,9,4,3,1,0,1,0,0,1,0,1
16274,9,4,3,1,0,1,0,1,0,0,1
16275,9,4,1,0,1,1,0,0,1,0,1
16277,9,4,5,1,0,1,0,1,0,0,1
16278,9,4,3,1,0,1,0,1,0,0,1
16279,9,4,5,0,1,1,0,1,0,0,1
16280,9,6,4,0,1,1,0,1,0,0,1
16281,9,6,1,0,1,1,0,1,0,0,1
16282,9,4,1,1,0,1,0,0,1,0,1
16283,9,4,3,1,0,1,0,1,0,0,1
16284,9,4,1,0,1,1,0,0,1,0,1
16285,9,4,1,1,0,1,0,1,0,0,1
16286,9,4,5,1,0,1,0,1,0,0,1
16287,9,4,3,1,0,1,0,1,0,0,1
16288,9,4,1,1,0,1,0,1,0,0,1
16289,9,4,3,1,0,1,0,1,0,0,1
16290,9,6,5,0,1,1,0,0,1,0,1
16291,9,4,3,0,1,1,0,1,0,0,1
16292,9,4,5,1,0,1,0,1,0,0,1
16293,9,4,3,1,0,1,0,1,0,0,1
16295,9,6,1,0,1,1,0,1,0,0,1
16296,9,4,1,1,0,1,0,1,0,0,1
16297,9,4,1,1,0,1,0,1,0,0,1
16298,9,4,3,1,0,1,0,1,0,0,1
16300,9,4,3,0,1,1,0,1,0,0,1
16301,9,4,5,0,1,1,0,1,0,0,1
16302,9,4,1,1,0,1,0,1,0,0,1
16303,9,4,1,1,0,1,0,0,1,0,1
16304,9,4,1,1,0,1,0,1,0,0,1
16306,9,4,1,0,1,1,0,1,0,0,1
16307,9,6,1,0,1,1,0,1,0,0,1
16309,9,4,1,1,0,1,0,0,1,0,1
16310,9,4,5,0,1,1,0,1,0,0,1
16311,9,4,1,0,1,1,0,1,0,0,1
16312,9,4,1,1,0,1,0,0,1,0,1
16313,9,4,1,0,1,1,0,1,0,0,1
16314,9,4,1,1,0,1,0,1,0,0,1
16315,9,4,3,0,1,1,0,1,0,0,1
16316,9,4,3,1,0,1,0,1,0,0,1
16317,9,4,2,0,1,1,0,1,0,0,1
16318,9,4,1,1,0,1,0,0,1,0,1
16319,9,4,1,1,0,1,0,1,0,0,1
16320,9,4,1,1,0,1,0,1,0,0,1
16321,9,6,1,0,1,1,0,0,1,0,1
16322,9,4,1,0,1,1,0,1,0,0,1
16323,9,4,5,1,0,1,0,1,0,0,1
16324,9,4,3,1,0,1,0,1,0,0,1
16325,9,4,3,1,0,1,0,1,0,0,1
16326,9,4,3,1,0,1,0,1,0,0,1
16327,9,6,1,0,1,1,0,1,0,0,1
16328,9,4,1,1,0,1,0,1,0,0,1
16330,9,4,1,1,0,1,0,1,0,0,1
16334,9,6,2,0,1,1,0,1,0,0,1
16335,9,6,1,0,1,1,0,0,1,0,1
16336,9,6,3,0,1,1,0,1,0,0,1
16337,9,6,1,0,1,1,0,1,0,0,1
16338,9,6,1,0,1,1,0,0,1,0,1
16339,9,6,5,0,1,1,0,0,1,0,1
16340,9,6,1,0,1,1,0,1,0,0,1
16341,9,6,1,0,1,1,0,1,0,0,1
16344,9,6,5,0,1,1,0,1,0,0,1
16345,9,6,1,0,1,1,0,1,0,0,1
16347,9,4,1,1,0,1,0,1,0,0,1
16348,9,6,1,0,1,1,0,1,0,0,1
16351,9,6,1,0,1,1,0,1,0,0,1
16352,9,6,1,0,1,1,0,1,0,0,1
16354,9,6,1,0,1,1,0,0,1,0,1
16355,9,6,1,0,1,1,0,1,0,0,1
16356,9,6,1,0,1,1,0,1,0,0,1
16357,9,6,5,0,1,1,0,0,1,0,1
16359,9,6,3,0,1,1,0,1,0,0,1
16360,9,6,1,0,1,1,0,1,0,0,1
16361,9,6,3,0,1,1,0,1,0,0,1
16363,9,6,1,0,1,1,0,1,0,0,1
16364,9,6,1,0,1,1,0,1,0,0,1
16366,9,6,6,0,1,1,0,0,1,0,1
16367,9,4,1,1,0,1,0,1,0,0,1
16368,9,6,2,0,1,1,0,0,1,0,1
16369,9,6,1,0,1,1,0,1,0,0,1
16370,9,6,1,0,1,1,0,0,1,0,1
16371,9,6,1,0,1,1,0,1,0,0,1
16373,9,6,3,0,1,1,0,1,0,0,1
16374,9,6,1,0,1,1,0,0,1,0,1
16375,9,6,1,0,1,1,0,1,0,0,1
16376,9,6,1,0,1,1,0,1,0,0,1
16377,9,4,1,1,0,1,0,1,0,0,1
16378,9,4,1,1,0,1,0,1,0,0,1
16379,9,4,1,1,0,1,0,1,0,0,1
16380,9,4,1,0,1,1,0,1,0,0,1
16381,9,6,1,0,1,1,0,1,0,0,1
16383,9,4,1,0,1,1,0,0,1,0,1
16384,9,6,1,0,1,1,0,1,0,0,1
16386,9,4,1,1,0,1,0,0,1,0,1
16387,9,6,1,0,1,1,0,1,0,0,1
16388,9,6,1,0,1,1,0,1,0,0,1
16389,9,4,1,1,0,1,0,1,0,0,1
16390,9,6,3,0,1,1,0,0,1,0,1
16391,9,6,1,0,1,1,0,1,0,0,1
16392,9,6,1,0,1,1,0,1,0,0,1
16393,9,6,1,0,1,1,0,1,0,0,1
16395,9,4,1,0,1,1,0,0,1,0,1
16396,9,6,1,0,1,1,0,1,0,0,1
16397,9,6,5,0,1,1,0,1,0,0,1
16398,9,4,3,1,0,1,0,1,0,0,1
16399,9,6,1,0,1,1,0,1,0,0,1
16400,9,6,1,0,1,1,0,1,0,0,1
16401,9,4,1,0,1,1,0,1,0,0,1
16402,9,4,5,0,1,1,0,1,0,0,1
16403,9,6,3,0,1,1,0,0,1,0,1
16404,9,6,1,0,1,1,0,1,0,0,1
16405,9,6,1,0,1,1,0,1,0,0,1
16406,9,6,2,0,1,1,0,1,0,0,1
16407,9,4,1,1,0,1,0,1,0,0,1
16408,9,4,1,0,1,1,0,1,0,0,1
16409,9,6,1,0,1,1,0,1,0,0,1
16411,9,4,1,1,0,1,0,1,0,0,1
16412,9,6,1,0,1,1,0,1,0,0,1
16413,9,4,1,1,0,1,0,1,0,0,1
16414,9,4,5,1,0,1,0,1,0,0,1
16415,9,6,5,0,1,1,0,0,1,0,1
16416,9,4,1,1,0,1,0,1,0,0,1
16417,9,6,1,0,1,1,0,0,1,0,1
16418,9,4,1,1,0,1,0,1,0,0,1
16419,9,6,1,0,1,1,0,0,1,0,1
16420,9,6,2,0,1,1,0,1,0,0,1
16421,9,6,1,0,1,1,0,1,0,0,1
16422,9,6,1,0,1,1,0,1,0,0,1
16423,9,6,1,0,1,1,0,1,0,0,1
16425,9,6,1,0,1,1,0,1,0,0,1
16426,9,4,3,0,1,1,0,1,0,0,1
16427,9,4,1,1,0,1,0,1,0,0,1
16428,9,4,3,1,0,1,0,0,1,0,1
16429,9,4,2,0,1,1,0,1,0,0,1
16430,9,4,2,1,0,1,0,1,0,0,1
16431,9,6,1,0,1,1,0,1,0,0,1
16432,9,6,1,0,1,1,0,0,1,0,1
16433,9,4,1,1,0,1,0,1,0,0,1
16434,9,6,1,0,1,1,0,1,0,0,1
16436,9,6,3,0,1,1,0,1,0,0,1
16437,9,6,1,0,1,1,0,0,1,0,1
16438,9,4,1,1,0,1,0,1,0,0,1
16439,9,4,1,0,1,1,0,1,0,0,1
16441,9,6,2,0,1,1,0,1,0,0,1
16442,9,4,1,1,0,1,0,1,0,0,1
16443,9,4,1,1,0,1,0,1,0,0,1
16444,9,6,1,0,1,1,0,0,1,0,1
16445,9,4,1,1,0,1,0,1,0,0,1
16446,9,6,3,0,1,1,0,1,0,0,1
16447,9,6,1,0,1,1,0,1,0,0,1
16448,9,6,1,0,1,1,0,1,0,0,1
16452,9,6,1,0,1,1,0,0,1,0,1
16453,9,6,1,0,1,1,0,1,0,0,1
16454,9,4,1,1,0,1,0,1,0,0,1
16456,9,4,5,0,1,1,0,1,0,0,1
16457,9,4,1,0,1,1,0,0,1,0,1
16458,9,4,1,1,0,1,0,1,0,0,1
16459,9,4,1,0,1,1,0,1,0,0,1
16460,9,4,3,0,1,1,0,0,1,0,1
16461,9,4,1,1,0,1,0,1,0,0,1
16462,9,4,1,0,1,1,0,1,0,0,1
16463,9,4,1,0,1,1,0,1,0,0,1
16464,9,4,1,1,0,1,0,1,0,0,1
16466,9,4,5,1,0,1,0,0,1,0,1
16467,9,4,1,1,0,1,0,1,0,0,1
16468,9,6,1,0,1,1,0,1,0,0,1
16469,9,6,1,0,1,1,0,1,0,0,1
16470,9,6,3,0,1,1,0,1,0,0,1
16471,9,6,5,0,1,1,0,1,0,0,1
16472,9,6,1,0,1,1,0,1,0,0,1
16473,9,6,3,0,1,1,0,1,0,0,1
16477,9,4,1,1,0,1,0,1,0,0,1
16478,9,6,2,0,1,1,0,0,1,0,1
16479,9,4,3,0,1,1,0,1,0,0,1
16480,9,4,1,1,0,1,0,1,0,0,1
16483,9,4,1,1,0,1,0,1,0,0,1
16487,9,6,1,0,1,1,0,1,0,0,1
16488,9,4,1,0,1,1,0,1,0,0,1
16490,9,4,6,1,0,1,0,0,1,0,1
16492,9,6,5,0,1,1,0,1,0,0,1
16493,9,4,3,0,1,1,0,0,1,0,1
16494,9,4,5,0,1,1,0,0,1,0,1
16496,9,4,1,0,1,1,0,1,0,0,1
16498,9,4,1,0,1,1,0,1,0,0,1
16499,9,6,5,0,1,1,0,1,0,0,1
16500,9,4,5,0,1,1,0,0,1,0,1
16501,9,6,2,0,1,1,0,0,1,0,1
16505,9,6,3,0,1,1,0,1,0,0,1
16507,9,6,1,0,1,1,0,1,0,0,1
16509,9,6,1,0,1,1,0,0,1,0,1
16510,9,6,1,0,1,1,0,0,1,0,1
16514,9,6,1,0,1,1,0,1,0,0,1
16516,9,6,1,0,1,1,0,0,1,0,1
16517,9,6,3,0,1,1,0,0,1,0,1
16518,9,6,5,0,1,1,0,0,1,0,1
16519,9,6,2,0,1,1,0,1,0,0,1
16521,9,6,1,0,1,1,0,0,1,0,1
16525,9,6,5,0,1,1,0,1,0,0,1
16526,9,6,5,0,1,1,0,1,0,0,1
16527,9,6,1,0,1,1,0,1,0,0,1
16528,9,6,1,0,1,1,0,1,0,0,1
16529,9,6,3,0,1,1,0,0,1,0,1
16530,9,4,4,0,1,1,0,0,1,0,1
16531,9,4,3,0,1,1,0,0,1,0,1
16532,9,4,3,0,1,1,0,0,1,0,1
16533,9,4,1,0,1,1,0,0,1,0,1
16534,9,4,1,0,1,1,0,0,1,0,1
16535,9,4,1,0,1,1,0,0,1,0,1
16536,9,4,3,0,1,1,0,0,1,0,1
16537,9,4,1,0,1,1,0,1,0,0,1
16538,9,4,1,0,1,1,0,0,1,0,1
16539,9,6,1,0,1,1,0,0,1,0,1
16541,9,4,1,0,1,1,0,1,0,0,1
16542,9,4,3,0,1,1,0,0,1,0,1
16543,9,4,5,0,1,1,0,1,0,0,1
16544,9,4,1,0,1,1,0,1,0,0,1
16545,9,4,4,0,1,1,0,0,1,0,1
16546,9,6,1,0,1,1,0,1,0,0,1
16547,9,6,1,0,1,1,0,1,0,0,1
16549,9,4,1,0,1,1,0,0,1,0,1
16551,9,4,1,0,1,1,0,0,1,0,1
16553,9,4,1,0,1,1,0,0,1,0,1
16554,9,4,1,0,1,1,0,0,1,0,1
16555,9,4,1,0,1,1,0,1,0,0,1
16556,9,6,5,0,1,1,0,0,1,0,1
16557,9,4,1,0,1,1,0,1,0,0,1
16558,9,6,1,0,1,1,0,0,1,0,1
16560,9,4,1,0,1,1,0,0,1,0,1
16561,9,6,1,0,1,1,0,0,1,0,1
16562,9,4,1,0,1,1,0,0,1,0,1
16563,9,6,1,0,1,1,0,1,0,0,1
16565,9,6,5,0,1,1,0,0,1,0,1
16566,9,4,1,0,1,1,0,0,1,0,1
16567,9,4,1,0,1,1,0,0,1,0,1
16568,9,4,1,0,1,1,0,0,1,0,1
16569,9,4,1,0,1,1,0,0,1,0,1
16570,9,4,1,0,1,1,0,1,0,0,1
16571,9,4,1,0,1,1,0,1,0,0,1
16572,9,4,3,0,1,1,0,1,0,0,1
16573,9,4,1,0,1,1,0,1,0,0,1
16574,9,4,1,1,0,1,0,1,0,0,1
16575,9,4,3,0,1,1,0,1,0,0,1
16576,9,4,2,0,1,1,0,1,0,0,1
16577,7,4,1,1,0,1,0,0,1,1,0
16578,12,4,1,1,0,1,0,1,0,1,0
16579,1,4,1,1,0,1,0,1,0,1,0
16580,4,4,1,1,0,1,0,1,0,1,0
16581,14,4,1,0,1,1,0,1,0,1,0
16582,5,4,1,1,0,1,0,0,1,1,0
16583,11,4,1,1,0,1,0,1,0,1,0
16584,11,4,2,1,0,1,0,1,0,1,0
16585,6,4,1,1,0,1,0,0,1,1,0
16586,4,4,1,1,0,1,0,1,0,1,0
16587,16,4,1,1,0,1,0,1,0,1,0
16588,7,4,1,1,0,1,0,0,1,1,0
16589,1,6,1,1,0,1,0,0,1,1,0
16590,12,4,5,1,0,0,1,1,0,1,0
16591,11,4,1,1,0,1,0,1,0,1,0
16592,4,4,1,1,0,1,0,1,0,1,0
16593,5,4,1,1,0,1,0,1,0,1,0
16594,3,4,1,0,1,1,0,0,1,1,0
16595,14,6,1,0,1,1,0,0,1,1,0
16596,1,6,1,0,1,1,0,1,0,1,0
16597,8,6,1,0,1,1,0,1,0,1,0
